Chartmetric ID,Artista,País,Región,Continente,Pronombres,Solista/Grupo,Géneros,Puntuación en Chartmetric,Clasificación en Chartmetric,Rango de Engagement,Clasificación por base de fans,Etapa de la carrera,Momentum Reciente,Seguidores en TikTok,Me gusta en TikTok,Tasa de Participación en TikTok,Publicaciones de TikTok,Vistas en TikTok,Conteo de Shazam,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify,Suscriptores al canal de YouTube,Vistas del canal de YouTube,Engagement en YouTube,Conteo de playlists en YouTube,Fans en Deezer,Conteo de playlists en Deezer,Alcance de playlists en Deezer,Seguidores en SoundCloud,Streams en SoundCloud,Conteo de playlists en iTunes,Conteo de playlists en Amazon,Seguidores en Instagram,Engagement en Instagram,Apariciones en radio,Seguidores de Facebook,Visualizaciones en Wikipedia,Songkick Fans,Visitas a la página de Genius,Enlace de Spotify,Primera fecha de lanzamiento,Última fecha de lanzamiento
722386,G. Soldier,España,Southern Europe,Europe,He/Him,Desconocido,"Hip-Hop/Rap, Gangsta Rap",456,148579.0,123645.0,345652.0,Developing,Steady,-1.0,-1.0,-1.0,1.0,399.0,2610.0,10614.0,24297.0,0.436844,23.0,62751.0,1725.0,,,-1.0,,34.0,,,34.0,,1.0,,-1.0,-1.0,-1.0,-1.0,125.0,,-1.0,https://open.spotify.com/artist/6MNaen76RgGcVEwMMfFKjy,"Dec 26, 2014","Jan 1, 2018"
1351271,Kenya Racaile,España,Southern Europe,Europe,She/Her,Artistas solistas,"Latin Hip-Hop/Rap, Latin",139,307087.0,286898.0,311424.0,Developing,Steady,-1.0,-1.0,-1.0,216.0,656685.0,11756.0,9283.0,19938.0,0.465593,22.0,188185.0,4830.0,,,-1.0,1.0,198.0,,,,,2.0,,18797.0,0.0,26.0,-1.0,,725.0,10986.0,https://open.spotify.com/artist/0NksTHRgwB06L2yPgHCEqk,"Jan 1, 2018","Apr 24, 2024"
3593475,Leftee,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin Pop, Alternative, Latin",145,300310.0,274293.0,327446.0,Developing,Steady,-1.0,-1.0,-1.0,94.0,62460.0,3872.0,3680.0,19455.0,0.189154,20.0,127789.0,3860.0,,,-1.0,,1824.0,1.0,244.0,,,1.0,,-1.0,-1.0,26.0,-1.0,,587.0,-1.0,https://open.spotify.com/artist/0eXkAv0LeZb2uhZnqPSU3E,"May 23, 2019","Mar 22, 2024"
367784,El Mini,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",379,170442.0,183714.0,138470.0,Developing,Growth,-1.0,-1.0,-1.0,631.0,1309132.0,51447.0,22083.0,18964.0,1.16447,33.0,771841.0,10900.0,,,-1.0,,54.0,1.0,354.0,2103.0,,5.0,,-1.0,-1.0,6.0,1025.0,64.0,,-1.0,https://open.spotify.com/artist/4I5bs1BXz3JsItL4pze2GN,"Apr 28, 2015","Mar 29, 2024"
508657,Scarface Johansson,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",102,358965.0,316666.0,423062.0,Developing,Steady,-1.0,-1.0,-1.0,8.0,4189.0,1319.0,4478.0,12680.0,0.353155,18.0,47802.0,2116.0,,,-1.0,,36.0,,,,,,,-1.0,-1.0,1.0,-1.0,,,-1.0,https://open.spotify.com/artist/2j2TA2FCPqKwLZB2H5qtCX,"Oct 3, 2017","Feb 12, 2024"
658800,La Blondie,España,Southern Europe,Europe,She/Her,Artistas solistas,Hip-Hop/Rap,71,426955.0,410209.0,391068.0,Developing,Decline,-1.0,-1.0,-1.0,4989.0,1675703.0,135542.0,7742.0,9479.0,0.816753,14.0,336647.0,2425.0,,,-1.0,,111.0,,,,,1.0,,21224.0,2.5859,16.0,-1.0,,,17790.0,https://open.spotify.com/artist/5beYNHgHTJpIgDOtYfknoH,"Nov 21, 2016","Jul 28, 2022"
550358,JUANIH SOUTH,España,Southern Europe,Europe,He/Him,Artistas solistas,Hip-Hop/Rap,155,291107.0,329163.0,192740.0,Developing,Growth,-1.0,-1.0,-1.0,43.0,50874.0,319694.0,17803.0,9351.0,1.903861,21.0,547631.0,3479.0,39200.0,9702120.0,-1.0,,122.0,,,892.0,,6.0,,11115.0,1.6972,3.0,-1.0,,,-1.0,https://open.spotify.com/artist/4P9bSsLwn31NnduS5HyGKd,"Jan 6, 2017","Dec 21, 2023"
3476265,Uzii Gaang,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Alternative, Latin",292,205914.0,213144.0,168974.0,Developing,Steady,-1.0,-1.0,-1.0,795.0,3561706.0,24699.0,5323.0,9059.0,0.587592,31.0,430596.0,11457.0,,,-1.0,,40.0,2.0,267.0,344.0,,3.0,,-1.0,-1.0,4.0,-1.0,,,-1.0,https://open.spotify.com/artist/7sRct0HMMs3s99sNQPjfEt,"Jan 6, 2020","Apr 19, 2024"
828796,Lil Moss,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin, Trap",98,365760.0,365883.0,313901.0,Developing,Steady,-1.0,-1.0,-1.0,30.0,18894.0,3737.0,15524.0,7369.0,2.106663,16.0,189964.0,3550.0,,,-1.0,,54.0,,,23.0,,2.0,,8945.0,7.1716,1.0,-1.0,,,-1.0,https://open.spotify.com/artist/2cxA3EN6JqnUXyct3Mkwkm,"Dec 22, 2017","May 4, 2023"
722389,Flaccosucio,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, R&B/Soul, Latin, Trap",107,348446.0,321307.0,354430.0,Developing,Growth,-1.0,-1.0,-1.0,66.0,51499.0,2752.0,15006.0,4945.0,3.03458,17.0,94872.0,1463.0,15500.0,5594451.0,1.2,,59.0,,,,,,,15648.0,3.2763,22.0,-1.0,,,-1.0,https://open.spotify.com/artist/59bMOiPLUbNT65D72O2csW,"Aug 30, 2016","Jan 19, 2024"
310458,Acqua Toffana,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,295,204445.0,173424.0,343402.0,Developing,Steady,-1.0,-1.0,-1.0,2.0,1279.0,956.0,8315.0,4393.0,1.892784,11.0,121884.0,1672.0,,,-1.0,,117.0,1.0,2910.0,,,,1.0,-1.0,-1.0,2.0,-1.0,278.0,,-1.0,https://open.spotify.com/artist/4XbpehZzAcBrlvHAwn5rZu,"Nov 24, 2009","Feb 7, 2020"
1026249,Le Rue Boys,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin, Trap",108,348193.0,321228.0,353877.0,Developing,Growth,-1.0,-1.0,-1.0,10.0,3917.0,2500.0,8324.0,3577.0,2.32709,14.0,52215.0,1156.0,31600.0,8077672.0,2.6899,,63.0,,,,,,,1853.0,13.7708,1.0,857.0,10.0,,-1.0,https://open.spotify.com/artist/6h8rZuteWcxF048cDfTeJb,"Mar 9, 2017","Jul 24, 2020"
744492,Saox,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, R&B/Soul, Reggaeton, Latin",232,238597.0,299110.0,130421.0,Developing,Steady,-1.0,-1.0,-1.0,50.0,37530.0,58506.0,472.0,3435.0,0.137409,29.0,846358.0,7977.0,,,-1.0,,8.0,1.0,741.0,,,1.0,3.0,-1.0,-1.0,1.0,-1.0,,,5929.0,"https://open.spotify.com/artist/3lpZToDYKQHCfURjBX8Eev, https://open.spotify.com/artist/2xJoyQrSE0ZtOp1pVHv8rk, https://open.spotify.com/artist/0WK3tWlmU4jfmQYqXZb8BH","Jan 1, 2017","May 22, 2023"
298688,Primer Dan,España,Southern Europe,Europe,He/Him,Artistas solistas,"Latin Hip-Hop/Rap, Latin",58,471824.0,377334.0,649337.0,Developing,Steady,-1.0,-1.0,-1.0,120.0,340246.0,423.0,2956.0,1585.0,1.864984,10.0,41168.0,451.0,,,-1.0,,47.0,,,,,,,-1.0,-1.0,7.0,-1.0,50.0,,-1.0,https://open.spotify.com/artist/3oWpBxoY21p0IAj1DjZQ9P,"Oct 23, 2007","May 25, 2023"
1036589,Gvzzy,España,Southern Europe,Europe,He/Him,Grupo,"Latin Hip-Hop/Rap, Latin",13,918011.0,772030.0,895451.0,Developing,Steady,-1.0,-1.0,-1.0,47.0,14216.0,182.0,437.0,923.0,0.473456,3.0,54948.0,280.0,,,-1.0,,6.0,,,,,,,-1.0,-1.0,-1.0,-1.0,,,-1.0,https://open.spotify.com/artist/0ByJoTp0dXdtFn5bDs0GNO,"Jan 1, 2018","Jan 26, 2024"
3444129,PXXR GANGG,España,Southern Europe,Europe,He/Him,Desconocido,"Latin Hip-Hop/Rap, Latin",273,216683.0,230108.0,155043.0,Developing,Steady,-1.0,-1.0,-1.0,1793.0,7766852.0,40181.0,15613.0,4.0,3903.25,0.0,298157.0,9372.0,,,-1.0,,339.0,,,,,,,-1.0,-1.0,-1.0,-1.0,,,-1.0,https://open.spotify.com/artist/2FSfqvAxl0YRxEfVdcAHGz,"Nov 11, 2019","Mar 30, 2023"
3550223,Young Muzik,España,Southern Europe,Europe,He/Him,Desconocido,Hip-Hop/Rap,0,95145.89102564105,,104397.26923076923,Developing,Growth,-1.0,-1.0,-1.0,62752.070967741936,100797657.43225808,38.0,-1.0,-1.0,-1.0,-1.0,933.0,14.0,,,-1.0,,1.0,,,,,,,-1.0,-1.0,-1.0,-1.0,,,-1.0,https://open.spotify.com/artist/7E2KFcHwDnRMqELEJZZc7m,"Dec 1, 2017","Dec 1, 2017"
